localtime,indoor_temp,indoor_humidity,edge_soc_temp,edge_cpu_freq,edge_load1,edge_load5,edge_load15,edge_cpu_voltage,edge_memory_free,edge_memory_avail,edge_wifi_send,edge_wifi_receiv,delta_sent,delta_recv,edge_current,motor_sound,motor_freq,motor_volt,motor_current,motor_recipe,fault_type,attack_type,anomaly,normal,A,E,F,N
1689612520.0,0.7600000000000001,0.4473684210526316,0.341976516634051,0.0,0.1436170212765957,0.1780821917808218,0.2830188679245283,0.0,0.5542776669405,0.7471332396241769,0.1349498508643949,0.917619166964788,0.1180432781519849,0.099875,0.1325676864291382,0.3098236775818639,1.0,0.9936265137029956,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612520.2,0.7600000000000001,0.4473684210526316,0.3463796477495107,0.0625,0.1436170212765957,0.1780821917808218,0.2830188679245283,0.0,0.5540429527050815,0.7469852777983281,0.1350080649368084,0.917583096243204,0.118046200376967,0.09985,0.1408382800494169,0.3173803526448362,1.0,0.9936265137029956,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612520.4,0.7600000000000001,0.4473684210526316,0.3507827788649708,0.125,0.1489361702127659,0.1780821917808218,0.2830188679245283,0.0,0.5538082384696631,0.7468743064289415,0.1350662804503427,0.9175470345505868,0.1180432781519849,0.09985,0.1491103085402058,0.327455919395466,1.0,0.9936265137029956,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612520.6,0.7600000000000001,0.4473684210526316,0.3551859099804305,0.1875,0.1542553191489362,0.1917808219178082,0.2830188679245283,0.0,0.5535735242342448,0.7467263446030923,0.1351244945227561,0.9175109728579692,0.1180432781519849,0.099875,0.1573809021604845,0.3375314861460957,1.0,0.9936265137029956,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612520.8,0.7600000000000001,0.4473684210526316,0.3595890410958905,0.25,0.1542553191489362,0.1917808219178082,0.2830188679245283,0.0,0.5532801314399718,0.7465783827772435,0.1351827085951696,0.9174749021363852,0.2360894785289519,0.199725,0.1656514957807633,0.345088161209068,1.0,0.9936265137029956,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612521.0,0.7600000000000001,0.4473684210526316,0.3683953033268102,0.375,0.1595744680851064,0.1917808219178082,0.2830188679245283,0.0,0.552810702969135,0.7463194495820077,0.1352991381811173,0.917402769722184,0.0,0.0,0.1821926830213208,0.3526448362720403,1.0,0.9923518164435946,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612521.2,0.7600000000000001,0.4473684210526316,0.3683953033268102,0.375,0.1595744680851064,0.1917808219178082,0.2830188679245283,0.0,0.552810702969135,0.7463194495820077,0.1352991381811173,0.917402769722184,0.0,0.0,0.1685212368009849,0.3526448362720403,1.0,0.9923518164435946,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612521.4,0.7600000000000001,0.4473684210526316,0.3683953033268102,0.375,0.1595744680851064,0.1917808219178082,0.2830188679245283,0.0,0.552810702969135,0.7463194495820077,0.1352991381811173,0.917402769722184,0.0,0.0,0.154849790580649,0.3501259445843829,1.0,0.9923518164435946,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612521.6,0.7600000000000001,0.4473684210526316,0.3683953033268102,0.375,0.1595744680851064,0.1917808219178082,0.2830188679245283,0.0,0.552810702969135,0.7463194495820077,0.1352991381811173,0.917402769722184,0.0,0.0,0.1411769094898031,0.3476070528967254,1.0,0.9923518164435946,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612521.8,0.7600000000000001,0.4473684210526316,0.3683953033268102,0.375,0.1595744680851064,0.1917808219178082,0.2830188679245283,0.0,0.552810702969135,0.7463194495820077,0.1352991381811173,0.917402769722184,0.0,0.0,0.1275054632694672,0.3476070528967254,1.0,0.9923518164435946,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612522.0,0.7600000000000001,0.4473684210526316,0.3683953033268102,0.375,0.1595744680851064,0.1917808219178082,0.2830188679245283,0.0,0.552810702969135,0.7463194495820077,0.1352991381811173,0.917402769722184,0.0,0.0,0.1001611359582854,0.345088161209068,1.0,0.9923518164435946,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612522.2,0.7600000000000001,0.4473684210526316,0.3683953033268102,0.375,0.1595744680851064,0.1917808219178082,0.2830188679245283,0.0,0.552810702969135,0.7463194495820077,0.1352991381811173,0.917402769722184,0.0,0.0,0.097384661521221,0.3576826196473551,1.0,0.9923518164435946,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612522.4,0.7600000000000001,0.4473684210526316,0.3683953033268102,0.375,0.1595744680851064,0.1917808219178082,0.2830188679245283,0.0,0.552810702969135,0.7463194495820077,0.1352991381811173,0.917402769722184,0.0,0.0,0.0946081870841566,0.3702770780856423,1.0,0.9923518164435946,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689612522.6,0.7600000000000001,0.4473684210526316,0.3683953033268102,0.375,0.1595744680851064,0.1917808219178082,0.2830188679245283,0.0,0.552810702969135,0.7463194495820077,0.1352991381811173,0.917402769722184,0.0,0.0,0.0918317126470921,0.3828715365239294,1.0,0.9923518164435946,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
