localtime,indoor_temp,indoor_humidity,edge_soc_temp,edge_cpu_freq,edge_load1,edge_load5,edge_load15,edge_cpu_voltage,edge_memory_free,edge_memory_avail,edge_wifi_send,edge_wifi_receiv,delta_sent,delta_recv,edge_current,motor_sound,motor_freq,motor_volt,motor_current,motor_recipe,fault_type,attack_type,anomaly,normal,A,E,F,N
1689602820.0,0.3399999999999998,0.8157894736842105,0.1051859099804304,0.125,0.2287234042553192,0.2191780821917808,0.3018867924528301,0.0,0.4840981105504048,0.7305245246726344,0.1339087002135278,0.918367343253483,0.0,0.0,0.17687361804034,0.3602015113350126,1.0,0.9955385595920968,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689602820.2,0.3399999999999998,0.8157894736842105,0.1051859099804304,0.125,0.2287234042553192,0.2191780821917808,0.3018867924528301,0.0,0.4840981105504048,0.7305245246726344,0.1339087002135278,0.918367343253483,0.0,0.0,0.1617199505830596,0.3652392947103274,1.0,0.9955385595920968,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689602820.4,0.3399999999999998,0.8157894736842105,0.1051859099804304,0.125,0.2287234042553192,0.2191780821917808,0.3018867924528301,0.0,0.4840981105504048,0.7305245246726344,0.1339087002135278,0.918367343253483,0.0,0.0,0.1465662831257792,0.3702770780856423,1.0,0.9955385595920968,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689602820.6,0.3399999999999998,0.8157894736842105,0.1051859099804304,0.125,0.2287234042553192,0.2191780821917808,0.3018867924528301,0.0,0.4840981105504048,0.7305245246726344,0.1339087002135278,0.918367343253483,0.0,0.0,0.131412615668499,0.3753148614609571,1.0,0.9955385595920968,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689602820.8,0.3399999999999998,0.8157894736842105,0.1051859099804304,0.125,0.2287234042553192,0.2191780821917808,0.3018867924528301,0.0,0.4840981105504048,0.7305245246726344,0.1339087002135278,0.918367343253483,0.0,0.0,0.1162589482112187,0.380352644836272,1.0,0.9955385595920968,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689602821.0,0.3399999999999998,0.8157894736842105,0.1051859099804304,0.125,0.2287234042553192,0.2191780821917808,0.3018867924528301,0.0,0.4840981105504048,0.7305245246726344,0.1339087002135278,0.918367343253483,0.0,0.0,0.085951613296658,0.3828715365239294,1.0,0.992989165073295,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689602821.2,0.3399999999999998,0.8157894736842105,0.1051859099804304,0.125,0.2287234042553192,0.2191780821917808,0.3018867924528301,0.0,0.4840981105504048,0.7305245246726344,0.1339087002135278,0.918367343253483,0.0,0.0,0.0860922306066489,0.3727959697732997,1.0,0.992989165073295,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689602821.4,0.3399999999999998,0.8157894736842105,0.1051859099804304,0.125,0.2287234042553192,0.2191780821917808,0.3018867924528301,0.0,0.4840981105504048,0.7305245246726344,0.1339087002135278,0.918367343253483,0.0,0.0,0.0862314130461297,0.3652392947103274,1.0,0.992989165073295,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689602821.6,0.3399999999999998,0.8157894736842105,0.1051859099804304,0.125,0.2287234042553192,0.2191780821917808,0.3018867924528301,0.0,0.4840981105504048,0.7305245246726344,0.1339087002135278,0.918367343253483,0.0,0.0,0.0863720303561205,0.3576826196473551,1.0,0.992989165073295,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
1689602821.8,0.3399999999999998,0.8157894736842105,0.1051859099804304,0.125,0.2287234042553192,0.2191780821917808,0.3018867924528301,0.0,0.4840981105504048,0.7305245246726344,0.1339087002135278,0.918367343253483,0.0,0.0,0.0865126476661113,0.3476070528967254,1.0,0.992989165073295,0.6956521739130435,1.0,N,N,N,0,0.0,0.0,0.0,1.0
