localtime,indoor_temp,indoor_humidity,edge_soc_temp,edge_cpu_freq,edge_load1,edge_load5,edge_load15,edge_cpu_voltage,edge_memory_free,edge_memory_avail,edge_wifi_send,edge_wifi_receiv,delta_sent,delta_recv,edge_current,motor_sound,motor_freq,motor_volt,motor_current,motor_recipe,fault_type,attack_type,anomaly,normal,A,E,F,N
1689607920.0,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.2780059694575628,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607920.2,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.2672297744626385,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607920.4,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.2564522002030277,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607920.6,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.2456760052081034,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607920.8,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.2348998102131791,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607921.0,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.2133474202233305,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607921.2,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.2066428145826897,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607921.4,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.1999368296773624,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607921.6,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.1932308447720351,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607921.8,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.1865248598667079,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607922.0,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.1731142693207398,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607922.2,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.2076745045681245,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607922.4,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.2422347398155095,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607922.6,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.276793595798208,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607922.8,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.311353831045593,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607923.0,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.3804743015403627,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607923.2,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.3737021119300878,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607923.4,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.3669285430551265,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607923.6,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.360154974180165,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607923.8,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.3533827845698901,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607924.0,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.3398370260846537,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607924.2,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.3251699254093657,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607924.4,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.3105014454693913,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607924.6,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.2958343447941033,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
1689607924.8,0.8333333333333334,0.8333333333333334,0.196064139941691,0.375,0.1601941747572815,0.2213114754098361,0.0849056603773585,0.0,0.4846586345381525,0.6748403776097772,0.0006165112167563,0.9963695885941346,0.0,0.0,0.2811672441188153,0.0,0.0,0.0,0.0,0.0,N,N,N,0,0.0,0.0,0.0,1.0
